v1,v2,v3,v4,category,pred_word,score,is_correct
Madrid,Spain,Rome,Italy,semantic,Italy,0.7004685997962952,True
Madrid,Spain,Roseau,Dominica,semantic,St._Croix,0.5319142937660217,False
Madrid,Spain,Santiago,Chile,semantic,Mendoza,0.5816357135772705,False
Madrid,Spain,Skopje,Macedonia,semantic,Macedonia,0.7470165491104126,True
Madrid,Spain,Sofia,Bulgaria,semantic,Bulgaria,0.7028370499610901,True
Madrid,Spain,Stockholm,Sweden,semantic,Sweden,0.7822341918945312,True
Madrid,Spain,Suva,Fiji,semantic,Lautoka,0.6704450845718384,False
Madrid,Spain,Taipei,Taiwan,semantic,Taiwan,0.7477730512619019,True
Madrid,Spain,Tallinn,Estonia,semantic,Estonia,0.7198651432991028,True
Madrid,Spain,Tashkent,Uzbekistan,semantic,Uzbekistan,0.7038291096687317,True
Madrid,Spain,Tbilisi,Georgia,semantic,Moldova,0.6623266935348511,False
Madrid,Spain,Tegucigalpa,Honduras,semantic,Honduras,0.5990591049194336,True
Madrid,Spain,Tehran,Iran,semantic,Iran,0.7588755488395691,True
Madrid,Spain,Thimphu,Bhutan,semantic,Bhutan,0.6694189310073853,True
Madrid,Spain,Tirana,Albania,semantic,Albania,0.6660792827606201,True
Managua,Nicaragua,Manama,Bahrain,semantic,Bahrain,0.6820507049560547,True
Managua,Nicaragua,Manila,Philippines,semantic,Philippines,0.7685307264328003,True
Managua,Nicaragua,Maputo,Mozambique,semantic,Mozambique,0.7639297246932983,True
Managua,Nicaragua,Minsk,Belarus,semantic,Belarus,0.757099986076355,True
Managua,Nicaragua,Mogadishu,Somalia,semantic,Somalia,0.7617371678352356,True
Managua,Nicaragua,Monrovia,Liberia,semantic,Liberia,0.6955816149711609,True
Managua,Nicaragua,Montevideo,Uruguay,semantic,Uruguay,0.5697144269943237,True
Managua,Nicaragua,Moscow,Russia,semantic,Russia,0.7626932859420776,True
Managua,Nicaragua,Muscat,Oman,semantic,Oman,0.5626626014709473,True
Managua,Nicaragua,Nairobi,Kenya,semantic,Kenya,0.7676916718482971,True
Managua,Nicaragua,Nassau,Bahamas,semantic,Nassau_County,0.5609686970710754,False
Managua,Nicaragua,Niamey,Niger,semantic,Niger,0.6402037739753723,True
Managua,Nicaragua,Nicosia,Cyprus,semantic,Cyprus,0.6528412699699402,True
Managua,Nicaragua,Nouakchott,Mauritania,semantic,Mauritania,0.663724422454834,True
Managua,Nicaragua,Nuuk,Greenland,semantic,Norway,0.5060958862304688,False
Managua,Nicaragua,Oslo,Norway,semantic,Norway,0.6572417616844177,True
Managua,Nicaragua,Ottawa,Canada,semantic,Canada,0.6218123435974121,True
Managua,Nicaragua,Paramaribo,Suriname,semantic,Suriname,0.6632189154624939,True
Managua,Nicaragua,Paris,France,semantic,France,0.6450107097625732,True
Managua,Nicaragua,Podgorica,Montenegro,semantic,Serbia,0.6648417711257935,False
Managua,Nicaragua,Quito,Ecuador,semantic,Ecuador,0.7546796202659607,True
Managua,Nicaragua,Rabat,Morocco,semantic,Morocco,0.6469884514808655,True
Managua,Nicaragua,Riga,Latvia,semantic,Latvia,0.6538144946098328,True
Managua,Nicaragua,Rome,Italy,semantic,Italy,0.554594099521637,True
Managua,Nicaragua,Roseau,Dominica,semantic,Warroad,0.4934038519859314,False
Managua,Nicaragua,Santiago,Chile,semantic,Peru,0.5939013957977295,False
Managua,Nicaragua,Skopje,Macedonia,semantic,Macedonia,0.7573655247688293,True
Managua,Nicaragua,Sofia,Bulgaria,semantic,Bulgaria,0.6864933371543884,True
Managua,Nicaragua,Stockholm,Sweden,semantic,Sweden,0.6690202951431274,True
Managua,Nicaragua,Suva,Fiji,semantic,Fiji,0.6561147570610046,True
Managua,Nicaragua,Taipei,Taiwan,semantic,Taiwan,0.7373733520507812,True
Managua,Nicaragua,Tallinn,Estonia,semantic,Estonia,0.7290510535240173,True
Managua,Nicaragua,Tashkent,Uzbekistan,semantic,Uzbekistan,0.6948049068450928,True
Managua,Nicaragua,Tbilisi,Georgia,semantic,Moldova,0.6820411682128906,False
Managua,Nicaragua,Tegucigalpa,Honduras,semantic,Honduras,0.6936933398246765,True
Managua,Nicaragua,Tehran,Iran,semantic,Iran,0.8015081286430359,True
Managua,Nicaragua,Thimphu,Bhutan,semantic,Bhutan,0.7033737897872925,True
Managua,Nicaragua,Tirana,Albania,semantic,Albania,0.7036982178688049,True
Managua,Nicaragua,Tokyo,Japan,semantic,Japan,0.7223389148712158,True
Manama,Bahrain,Manila,Philippines,semantic,Philippines,0.7349511384963989,True
Manama,Bahrain,Maputo,Mozambique,semantic,Mozambique,0.7051995396614075,True
Manama,Bahrain,Minsk,Belarus,semantic,Belarus,0.718056857585907,True
Manama,Bahrain,Mogadishu,Somalia,semantic,Somalia,0.7363637089729309,True
Manama,Bahrain,Monrovia,Liberia,semantic,Liberia,0.666907787322998,True
Manama,Bahrain,Montevideo,Uruguay,semantic,Uruguay,0.561983048915863,True
Manama,Bahrain,Moscow,Russia,semantic,Russia,0.7413482666015625,True
Manama,Bahrain,Muscat,Oman,semantic,Oman,0.6023311614990234,True
Manama,Bahrain,Nairobi,Kenya,semantic,Kenya,0.7464085817337036,True
Manama,Bahrain,Nassau,Bahamas,semantic,Nassau_County,0.5997553467750549,False
Manama,Bahrain,Niamey,Niger,semantic,Niger,0.6069672107696533,True
Manama,Bahrain,Nicosia,Cyprus,semantic,Cyprus,0.7092296481132507,True
Manama,Bahrain,Nouakchott,Mauritania,semantic,Mauritania,0.6689388155937195,True
Manama,Bahrain,Nuuk,Greenland,semantic,Norway,0.48571765422821045,False
Manama,Bahrain,Oslo,Norway,semantic,Norway,0.6324232220649719,True
Manama,Bahrain,Ottawa,Canada,semantic,Canada,0.6145703792572021,True
Manama,Bahrain,Paramaribo,Suriname,semantic,Suriname,0.6136143207550049,True
Manama,Bahrain,Paris,France,semantic,France,0.6277884840965271,True
Manama,Bahrain,Podgorica,Montenegro,semantic,Montenegrin,0.6551257371902466,False
Manama,Bahrain,Quito,Ecuador,semantic,Ecuador,0.6568273901939392,True
Manama,Bahrain,Rabat,Morocco,semantic,Morocco,0.6448659896850586,True
Manama,Bahrain,Riga,Latvia,semantic,Latvia,0.6364355683326721,True
Manama,Bahrain,Rome,Italy,semantic,Italy,0.5890099406242371,True
Manama,Bahrain,Roseau,Dominica,semantic,St._Croix,0.5251147747039795,False
Manama,Bahrain,Santiago,Chile,semantic,Javier,0.6292832493782043,False
Manama,Bahrain,Skopje,Macedonia,semantic,Macedonia,0.7260580658912659,True
Manama,Bahrain,Sofia,Bulgaria,semantic,Bulgaria,0.6907979249954224,True
Manama,Bahrain,Stockholm,Sweden,semantic,Sweden,0.6525251269340515,True
Manama,Bahrain,Suva,Fiji,semantic,Fiji,0.7128645777702332,True
Manama,Bahrain,Taipei,Taiwan,semantic,Taiwan,0.7353191375732422,True
Manama,Bahrain,Tallinn,Estonia,semantic,Estonia,0.6968480348587036,True
Manama,Bahrain,Tashkent,Uzbekistan,semantic,Uzbekistan,0.709428071975708,True
Manama,Bahrain,Tbilisi,Georgia,semantic,Moldova,0.6509054899215698,False
Manama,Bahrain,Tegucigalpa,Honduras,semantic,Honduras,0.6537582874298096,True
Manama,Bahrain,Tehran,Iran,semantic,Iran,0.8111720085144043,True
Manama,Bahrain,Thimphu,Bhutan,semantic,Bhutan,0.6992102861404419,True
Manama,Bahrain,Tirana,Albania,semantic,Albania,0.6825481653213501,True
Manama,Bahrain,Tokyo,Japan,semantic,Japan,0.7121105194091797,True
Manama,Bahrain,Tripoli,Libya,semantic,Libya,0.6730039715766907,True
Manila,Philippines,Maputo,Mozambique,semantic,Mozambique,0.7697423100471497,True
Manila,Philippines,Minsk,Belarus,semantic,Belarus,0.764538586139679,True
Manila,Philippines,Mogadishu,Somalia,semantic,Somalia,0.7223536372184753,True
Manila,Philippines,Monrovia,Liberia,semantic,Liberia,0.7044171094894409,True
Manila,Philippines,Montevideo,Uruguay,semantic,Uruguay,0.6250827312469482,True
Manila,Philippines,Moscow,Russia,semantic,Russia,0.8608087301254272,True
Manila,Philippines,Muscat,Oman,semantic,Oman,0.5732618570327759,True
Manila,Philippines,Nairobi,Kenya,semantic,Kenya,0.816966712474823,True
Manila,Philippines,Nassau,Bahamas,semantic,Nassau_County,0.5859208106994629,False
Manila,Philippines,Niamey,Niger,semantic,Burkina_Faso,0.6175164580345154,False
Manila,Philippines,Nicosia,Cyprus,semantic,Cyprus,0.6643375158309937,True
Manila,Philippines,Nouakchott,Mauritania,semantic,Mauritania,0.663904070854187,True
Manila,Philippines,Nuuk,Greenland,semantic,Norway,0.540927529335022,False
Manila,Philippines,Oslo,Norway,semantic,Norway,0.7170032262802124,True
Manila,Philippines,Ottawa,Canada,semantic,Canada,0.7113348245620728,True
Manila,Philippines,Paramaribo,Suriname,semantic,Suriname,0.6899940371513367,True
Manila,Philippines,Paris,France,semantic,France,0.7430471181869507,True
Manila,Philippines,Podgorica,Montenegro,semantic,Croatia,0.6814202070236206,False
Manila,Philippines,Quito,Ecuador,semantic,Ecuador,0.7340119481086731,True
Manila,Philippines,Rabat,Morocco,semantic,Morocco,0.6830669045448303,True
Manila,Philippines,Riga,Latvia,semantic,Latvia,0.7293357253074646,True
Manila,Philippines,Rome,Italy,semantic,Italy,0.694879412651062,True
Manila,Philippines,Roseau,Dominica,semantic,Warroad,0.5221760869026184,False
Manila,Philippines,Santiago,Chile,semantic,Chile,0.631270706653595,True
Manila,Philippines,Skopje,Macedonia,semantic,Macedonia,0.784385621547699,True
Manila,Philippines,Sofia,Bulgaria,semantic,Bulgaria,0.7640636563301086,True
Manila,Philippines,Stockholm,Sweden,semantic,Sweden,0.7705456018447876,True
Manila,Philippines,Suva,Fiji,semantic,Fiji,0.6781085729598999,True
Manila,Philippines,Taipei,Taiwan,semantic,Taiwan,0.7825954556465149,True
Manila,Philippines,Tallinn,Estonia,semantic,Estonia,0.7860442996025085,True
Manila,Philippines,Tashkent,Uzbekistan,semantic,Uzbekistan,0.7826659083366394,True
Manila,Philippines,Tbilisi,Georgia,semantic,Moldova,0.7108835577964783,False
Manila,Philippines,Tegucigalpa,Honduras,semantic,Honduras,0.6470115780830383,True
Manila,Philippines,Tehran,Iran,semantic,Iran,0.8042643666267395,True
Manila,Philippines,Thimphu,Bhutan,semantic,Bhutan,0.7097139954566956,True
Manila,Philippines,Tirana,Albania,semantic,Albania,0.7462555766105652,True
Manila,Philippines,Tokyo,Japan,semantic,Japan,0.8140810132026672,True
Manila,Philippines,Tripoli,Libya,semantic,Libya,0.6564990878105164,True
Manila,Philippines,Tunis,Tunisia,semantic,Tunisia,0.7060784697532654,True
Maputo,Mozambique,Minsk,Belarus,semantic,Belarus,0.7625791430473328,True
Maputo,Mozambique,Mogadishu,Somalia,semantic,Somalia,0.7323048114776611,True
Maputo,Mozambique,Monrovia,Liberia,semantic,Liberia,0.6903517246246338,True
Maputo,Mozambique,Montevideo,Uruguay,semantic,Peru,0.5779755711555481,False
Maputo,Mozambique,Moscow,Russia,semantic,Russia,0.7946954369544983,True
Maputo,Mozambique,Muscat,Oman,semantic,Oman,0.6287693381309509,True
Maputo,Mozambique,Nairobi,Kenya,semantic,Kenya,0.8065754771232605,True
Maputo,Mozambique,Nassau,Bahamas,semantic,Nassau_County,0.5957796573638916,False
Maputo,Mozambique,Niamey,Niger,semantic,Niger,0.6332207918167114,True
Maputo,Mozambique,Nicosia,Cyprus,semantic,Cyprus,0.6309357285499573,True
Maputo,Mozambique,Nouakchott,Mauritania,semantic,Mauritania,0.69184809923172,True
Maputo,Mozambique,Nuuk,Greenland,semantic,Norway,0.5071133375167847,False
Maputo,Mozambique,Oslo,Norway,semantic,Norway,0.7080855965614319,True
Maputo,Mozambique,Ottawa,Canada,semantic,Canada,0.6289375424385071,True
Maputo,Mozambique,Paramaribo,Suriname,semantic,Suriname,0.7010217308998108,True
Maputo,Mozambique,Paris,France,semantic,France,0.6622795462608337,True
Maputo,Mozambique,Podgorica,Montenegro,semantic,Croatia,0.6849719285964966,False
Maputo,Mozambique,Quito,Ecuador,semantic,Ecuador,0.7327777147293091,True
Maputo,Mozambique,Rabat,Morocco,semantic,Morocco,0.6601040363311768,True
Maputo,Mozambique,Riga,Latvia,semantic,Latvia,0.6783434748649597,True
Maputo,Mozambique,Rome,Italy,semantic,Italy,0.6109846830368042,True
Maputo,Mozambique,Roseau,Dominica,semantic,Warroad,0.5516775846481323,False
Maputo,Mozambique,Santiago,Chile,semantic,Peru,0.6428756713867188,False
Maputo,Mozambique,Skopje,Macedonia,semantic,Macedonia,0.782580554485321,True
Maputo,Mozambique,Sofia,Bulgaria,semantic,Bulgaria,0.7216540575027466,True
Maputo,Mozambique,Stockholm,Sweden,semantic,Sweden,0.7008751034736633,True
Maputo,Mozambique,Suva,Fiji,semantic,Fiji,0.6985533237457275,True
Maputo,Mozambique,Taipei,Taiwan,semantic,Taiwan,0.7395685911178589,True
Maputo,Mozambique,Tallinn,Estonia,semantic,Estonia,0.7455441951751709,True
Maputo,Mozambique,Tashkent,Uzbekistan,semantic,Uzbekistan,0.7676761746406555,True
Maputo,Mozambique,Tbilisi,Georgia,semantic,Moldova,0.6755410432815552,False
Maputo,Mozambique,Tegucigalpa,Honduras,semantic,Honduras,0.641864538192749,True
Maputo,Mozambique,Tehran,Iran,semantic,Iran,0.8166911005973816,True
Maputo,Mozambique,Thimphu,Bhutan,semantic,Bhutan,0.7645130157470703,True
Maputo,Mozambique,Tirana,Albania,semantic,Albania,0.7370625138282776,True
Maputo,Mozambique,Tokyo,Japan,semantic,Japan,0.7451704144477844,True
Maputo,Mozambique,Tripoli,Libya,semantic,Libya,0.6579721570014954,True
Maputo,Mozambique,Tunis,Tunisia,semantic,Tunisia,0.708108127117157,True
Maputo,Mozambique,Vaduz,Liechtenstein,semantic,Liechtenstein,0.6218036413192749,True
Minsk,Belarus,Mogadishu,Somalia,semantic,Somalia,0.7089060544967651,True
Minsk,Belarus,Monrovia,Liberia,semantic,Liberia,0.6789517998695374,True
Minsk,Belarus,Montevideo,Uruguay,semantic,Uruguay,0.6004868745803833,True
Minsk,Belarus,Moscow,Russia,semantic,Russia,0.8024071455001831,True
Minsk,Belarus,Muscat,Oman,semantic,Oman,0.5800526142120361,True
Minsk,Belarus,Nairobi,Kenya,semantic,Kenya,0.7696440815925598,True
Minsk,Belarus,Nassau,Bahamas,semantic,Nassau_County,0.5970495939254761,False
Minsk,Belarus,Niamey,Niger,semantic,Niger,0.6293064951896667,True
Minsk,Belarus,Nicosia,Cyprus,semantic,Cyprus,0.6453706622123718,True
Minsk,Belarus,Nouakchott,Mauritania,semantic,Mauritania,0.6406030058860779,True
Minsk,Belarus,Nuuk,Greenland,semantic,Norway,0.5426888465881348,False
Minsk,Belarus,Oslo,Norway,semantic,Norway,0.70124351978302,True
Minsk,Belarus,Ottawa,Canada,semantic,Canada,0.6335198283195496,True
Minsk,Belarus,Paramaribo,Suriname,semantic,Suriname,0.686635434627533,True
Minsk,Belarus,Paris,France,semantic,France,0.6749837398529053,True
Minsk,Belarus,Podgorica,Montenegro,semantic,Serbia,0.6901094317436218,False
Minsk,Belarus,Quito,Ecuador,semantic,Ecuador,0.7195650935173035,True
Minsk,Belarus,Rabat,Morocco,semantic,Morocco,0.6213556528091431,True
Minsk,Belarus,Riga,Latvia,semantic,Latvia,0.6774774789810181,True
Minsk,Belarus,Rome,Italy,semantic,Italy,0.599812924861908,True
Minsk,Belarus,Roseau,Dominica,semantic,Warroad,0.5234745740890503,False
Minsk,Belarus,Santiago,Chile,semantic,Rosario,0.5813862681388855,False
Minsk,Belarus,Skopje,Macedonia,semantic,Macedonia,0.7756814956665039,True
Minsk,Belarus,Sofia,Bulgaria,semantic,Bulgaria,0.7072855234146118,True
Minsk,Belarus,Stockholm,Sweden,semantic,Sweden,0.708124041557312,True
Minsk,Belarus,Suva,Fiji,semantic,Fiji,0.6981265544891357,True
Minsk,Belarus,Taipei,Taiwan,semantic,Taiwan,0.7148582935333252,True
Minsk,Belarus,Tallinn,Estonia,semantic,Estonia,0.7398994565010071,True
Minsk,Belarus,Tashkent,Uzbekistan,semantic,Uzbekistan,0.786445677280426,True
Minsk,Belarus,Tbilisi,Georgia,semantic,Moldova,0.6949889063835144,False
Minsk,Belarus,Tegucigalpa,Honduras,semantic,Honduras,0.655921220779419,True
Minsk,Belarus,Tehran,Iran,semantic,Iran,0.8220759034156799,True
Minsk,Belarus,Thimphu,Bhutan,semantic,Bhutan,0.7220762968063354,True
Minsk,Belarus,Tirana,Albania,semantic,Albania,0.7361226081848145,True
Minsk,Belarus,Tokyo,Japan,semantic,Japan,0.7393220067024231,True
Minsk,Belarus,Tripoli,Libya,semantic,Libya,0.6557677984237671,True
Minsk,Belarus,Tunis,Tunisia,semantic,Tunisia,0.7074503302574158,True
Minsk,Belarus,Vaduz,Liechtenstein,semantic,Liechtenstein,0.6693015098571777,True
Minsk,Belarus,Valletta,Malta,semantic,Malta,0.613082230091095,True
Mogadishu,Somalia,Monrovia,Liberia,semantic,Liberia,0.6853752732276917,True
Mogadishu,Somalia,Montevideo,Uruguay,semantic,Uruguay,0.5656938552856445,True
Mogadishu,Somalia,Moscow,Russia,semantic,Russia,0.7543124556541443,True
Mogadishu,Somalia,Muscat,Oman,semantic,Oman,0.5689665675163269,True
Mogadishu,Somalia,Nairobi,Kenya,semantic,Kenya,0.7309579849243164,True
Mogadishu,Somalia,Nassau,Bahamas,semantic,Nassau_County,0.557333767414093,False
Mogadishu,Somalia,Niamey,Niger,semantic,Niger,0.6434234380722046,True
Mogadishu,Somalia,Nicosia,Cyprus,semantic,Cyprus,0.6734850406646729,True
Mogadishu,Somalia,Nouakchott,Mauritania,semantic,Mauritania,0.6801589131355286,True
Mogadishu,Somalia,Nuuk,Greenland,semantic,Greenland,0.5030495524406433,True
Mogadishu,Somalia,Oslo,Norway,semantic,Norway,0.6427552103996277,True
Mogadishu,Somalia,Ottawa,Canada,semantic,Canada,0.5722276568412781,True
Mogadishu,Somalia,Paramaribo,Suriname,semantic,Suriname,0.6068869233131409,True
Mogadishu,Somalia,Paris,France,semantic,France,0.6303083896636963,True
Mogadishu,Somalia,Podgorica,Montenegro,semantic,Montenegro,0.6720167398452759,True
Mogadishu,Somalia,Quito,Ecuador,semantic,Ecuador,0.6802178025245667,True
Mogadishu,Somalia,Rabat,Morocco,semantic,Morocco,0.6203175187110901,True
Mogadishu,Somalia,Riga,Latvia,semantic,Latvia,0.6275409460067749,True
Mogadishu,Somalia,Rome,Italy,semantic,Italy,0.5573760867118835,True
Mogadishu,Somalia,Roseau,Dominica,semantic,St._Croix,0.534934401512146,False
Mogadishu,Somalia,Santiago,Chile,semantic,Rosario,0.622637927532196,False
Mogadishu,Somalia,Skopje,Macedonia,semantic,Macedonia,0.7700200080871582,True
Mogadishu,Somalia,Sofia,Bulgaria,semantic,Bulgaria,0.6619033813476562,True
Mogadishu,Somalia,Stockholm,Sweden,semantic,Stockholm_Sweden,0.6324609518051147,False
Mogadishu,Somalia,Suva,Fiji,semantic,Fiji,0.6689921021461487,True
Mogadishu,Somalia,Taipei,Taiwan,semantic,Taiwan,0.713566243648529,True
Mogadishu,Somalia,Tallinn,Estonia,semantic,Estonia,0.7043923139572144,True
Mogadishu,Somalia,Tashkent,Uzbekistan,semantic,Uzbekistan,0.7038509845733643,True
Mogadishu,Somalia,Tbilisi,Georgia,semantic,Moldova,0.6808587312698364,False
Mogadishu,Somalia,Tegucigalpa,Honduras,semantic,Honduras,0.6492269039154053,True
Mogadishu,Somalia,Tehran,Iran,semantic,Iran,0.8223186731338501,True
Mogadishu,Somalia,Thimphu,Bhutan,semantic,Bhutan,0.6758490204811096,True
Mogadishu,Somalia,Tirana,Albania,semantic,Albania,0.7163728475570679,True
Mogadishu,Somalia,Tokyo,Japan,semantic,Japan,0.6934133172035217,True
Mogadishu,Somalia,Tripoli,Libya,semantic,Libya,0.7119844555854797,True
Mogadishu,Somalia,Tunis,Tunisia,semantic,Tunisia,0.6621556878089905,True
Mogadishu,Somalia,Vaduz,Liechtenstein,semantic,Liechtenstein,0.6115157604217529,True
Mogadishu,Somalia,Valletta,Malta,semantic,Malta,0.6436445713043213,True
Mogadishu,Somalia,Vienna,Austria,semantic,Vienna_Austria,0.5889448523521423,False
Monrovia,Liberia,Montevideo,Uruguay,semantic,Uruguay,0.5727068781852722,True
Monrovia,Liberia,Moscow,Russia,semantic,Russia,0.7764478325843811,True
Monrovia,Liberia,Muscat,Oman,semantic,Oman,0.5659226179122925,True
Monrovia,Liberia,Nairobi,Kenya,semantic,Kenya,0.7414319515228271,True
Monrovia,Liberia,Nassau,Bahamas,semantic,Nassau_County,0.5740764737129211,False
Monrovia,Liberia,Niamey,Niger,semantic,DR_Congo,0.6126508712768555,False
Monrovia,Liberia,Nicosia,Cyprus,semantic,Cyprus,0.6448644399642944,True
Monrovia,Liberia,Nouakchott,Mauritania,semantic,Mauritania,0.6617937684059143,True
Monrovia,Liberia,Nuuk,Greenland,semantic,Tasiilaq,0.4746554493904114,False
Monrovia,Liberia,Oslo,Norway,semantic,Norway,0.613175630569458,True
Monrovia,Liberia,Ottawa,Canada,semantic,Manitoba,0.6041529774665833,False
Monrovia,Liberia,Paramaribo,Suriname,semantic,Suriname,0.6812607049942017,True
Monrovia,Liberia,Paris,France,semantic,France,0.6244422793388367,True
Monrovia,Liberia,Podgorica,Montenegro,semantic,Montenegro,0.64247065782547,True
Monrovia,Liberia,Quito,Ecuador,semantic,Ecuador,0.6805151700973511,True
Monrovia,Liberia,Rabat,Morocco,semantic,Morocco,0.5878992080688477,True
Monrovia,Liberia,Riga,Latvia,semantic,Latvia,0.6274968981742859,True
Monrovia,Liberia,Rome,Italy,semantic,Italy,0.5261168479919434,True
Monrovia,Liberia,Roseau,Dominica,semantic,Mille_Lacs,0.5285184383392334,False
Monrovia,Liberia,Santiago,Chile,semantic,Ríos,0.579798698425293,False
Monrovia,Liberia,Skopje,Macedonia,semantic,Macedonia,0.7026461958885193,True
Monrovia,Liberia,Sofia,Bulgaria,semantic,Bulgaria,0.7034227252006531,True
Monrovia,Liberia,Stockholm,Sweden,semantic,Sweden,0.6492231488227844,True
Monrovia,Liberia,Suva,Fiji,semantic,Fiji,0.6546664237976074,True
Monrovia,Liberia,Taipei,Taiwan,semantic,Taiwan,0.7052391171455383,True
Monrovia,Liberia,Tallinn,Estonia,semantic,Estonia,0.699531614780426,True
Monrovia,Liberia,Tashkent,Uzbekistan,semantic,Uzbekistan,0.6934607028961182,True
Monrovia,Liberia,Tbilisi,Georgia,semantic,Saakashvili,0.6750398874282837,False
Monrovia,Liberia,Tegucigalpa,Honduras,semantic,Honduras,0.624302327632904,True
Monrovia,Liberia,Tehran,Iran,semantic,Iran,0.7761096358299255,True
Monrovia,Liberia,Thimphu,Bhutan,semantic,Bhutan,0.669076681137085,True
Monrovia,Liberia,Tirana,Albania,semantic,Albania,0.6804618835449219,True
Monrovia,Liberia,Tokyo,Japan,semantic,Japan,0.6809355616569519,True
Monrovia,Liberia,Tripoli,Libya,semantic,Libya,0.6982602477073669,True
Monrovia,Liberia,Tunis,Tunisia,semantic,Tunisia,0.6648362874984741,True
Monrovia,Liberia,Vaduz,Liechtenstein,semantic,Liechtenstein,0.5964251160621643,True
Monrovia,Liberia,Valletta,Malta,semantic,Malta,0.6206820011138916,True
Monrovia,Liberia,Vienna,Austria,semantic,Vienna_Austria,0.5795059204101562,False
Monrovia,Liberia,Vientiane,Laos,semantic,Laos,0.6445298790931702,True
Montevideo,Uruguay,Moscow,Russia,semantic,Russia,0.7547611594200134,True
Montevideo,Uruguay,Muscat,Oman,semantic,Ismail_Matar,0.5269037485122681,False
Montevideo,Uruguay,Nairobi,Kenya,semantic,Kenya,0.6976578235626221,True
Montevideo,Uruguay,Nassau,Bahamas,semantic,Jamaica,0.5404460430145264,False
Montevideo,Uruguay,Niamey,Niger,semantic,Algeria,0.6001541614532471,False
Montevideo,Uruguay,Nicosia,Cyprus,semantic,Cyprus,0.5944622755050659,True
Montevideo,Uruguay,Nouakchott,Mauritania,semantic,Mauritania,0.6035465002059937,True
Montevideo,Uruguay,Nuuk,Greenland,semantic,Algeria,0.4826839566230774,False
Montevideo,Uruguay,Oslo,Norway,semantic,Norway,0.5813419222831726,True
Montevideo,Uruguay,Ottawa,Canada,semantic,Canada,0.5764766931533813,True
Montevideo,Uruguay,Paramaribo,Suriname,semantic,Suriname,0.6081757545471191,True
Montevideo,Uruguay,Paris,France,semantic,France,0.6797953248023987,True
Montevideo,Uruguay,Podgorica,Montenegro,semantic,Slovenia,0.6657727956771851,False
Montevideo,Uruguay,Quito,Ecuador,semantic,Ecuador,0.653248131275177,True
Montevideo,Uruguay,Rabat,Morocco,semantic,Morocco,0.6202515363693237,True
Montevideo,Uruguay,Riga,Latvia,semantic,Latvia,0.6745431423187256,True
Montevideo,Uruguay,Rome,Italy,semantic,Italy,0.6349707841873169,True
Montevideo,Uruguay,Roseau,Dominica,semantic,Slovakia,0.48489534854888916,False
Montevideo,Uruguay,Santiago,Chile,semantic,Argentina,0.56557297706604,False
Montevideo,Uruguay,Skopje,Macedonia,semantic,Macedonia,0.7157288789749146,True
Montevideo,Uruguay,Sofia,Bulgaria,semantic,Bulgaria,0.706899881362915,True
Montevideo,Uruguay,Stockholm,Sweden,semantic,Sweden,0.6456940770149231,True
Montevideo,Uruguay,Suva,Fiji,semantic,Lautoka,0.6457206010818481,False
Montevideo,Uruguay,Taipei,Taiwan,semantic,Taiwan,0.6521301865577698,True
Montevideo,Uruguay,Tallinn,Estonia,semantic,Estonia,0.6761409640312195,True
Montevideo,Uruguay,Tashkent,Uzbekistan,semantic,Uzbekistan,0.6877241134643555,True
Montevideo,Uruguay,Tbilisi,Georgia,semantic,Moldova,0.6397569179534912,False
Montevideo,Uruguay,Tegucigalpa,Honduras,semantic,Honduras,0.6079021692276001,True
Montevideo,Uruguay,Tehran,Iran,semantic,Iran,0.7450583577156067,True
Montevideo,Uruguay,Thimphu,Bhutan,semantic,Bhutan,0.6188675165176392,True
Montevideo,Uruguay,Tirana,Albania,semantic,Albania,0.6467863917350769,True
Montevideo,Uruguay,Tokyo,Japan,semantic,Japan,0.6764949560165405,True
Montevideo,Uruguay,Tripoli,Libya,semantic,Libya,0.6715191006660461,True
Montevideo,Uruguay,Tunis,Tunisia,semantic,Tunisia,0.6954734325408936,True
Montevideo,Uruguay,Vaduz,Liechtenstein,semantic,Liechtenstein,0.5917275547981262,True
Montevideo,Uruguay,Valletta,Malta,semantic,Birkirkara,0.6157383322715759,False
Montevideo,Uruguay,Vienna,Austria,semantic,Austria,0.5780278444290161,True
Montevideo,Uruguay,Vientiane,Laos,semantic,Laos,0.5589589476585388,True
Montevideo,Uruguay,Vilnius,Lithuania,semantic,Lithuania,0.6511197686195374,True
Moscow,Russia,Muscat,Oman,semantic,Oman,0.6284865140914917,True
Moscow,Russia,Nairobi,Kenya,semantic,Kenya,0.8108503818511963,True
Moscow,Russia,Nassau,Bahamas,semantic,Nassau_County,0.6223719716072083,False
Moscow,Russia,Niamey,Niger,semantic,Niger,0.6417704224586487,True
Moscow,Russia,Nicosia,Cyprus,semantic,Cyprus,0.6864897608757019,True
Moscow,Russia,Nouakchott,Mauritania,semantic,Mauritania,0.6867645978927612,True
Moscow,Russia,Nuuk,Greenland,semantic,Norway,0.5455741286277771,False
Moscow,Russia,Oslo,Norway,semantic,Norway,0.7606368660926819,True
Moscow,Russia,Ottawa,Canada,semantic,Canada,0.7216339707374573,True
Moscow,Russia,Paramaribo,Suriname,semantic,Suriname,0.6907658576965332,True
Moscow,Russia,Paris,France,semantic,France,0.8050409555435181,True
